,Rank,sample_id,factor,cell_line,cell_type,tissue,DNase_p_value,ChIP-seq_p_value,H3K27ac_p_value,summary_p_value
565,566,1743,GATA2,None,Endothelial Cell,Umbilical Vein,3.225211543700245e-11,3.686160223850596e-15,2.5375760607822085e-09,1.1102230246251565e-14
566,567,71808,FOXA1,MCF-7,None,Breast,8.87313084202688e-10,3.641268974175536e-15,7.230308439090994e-08,1.1102230246251565e-14
567,568,68714,BRD4,IMR90,fibrobasts,None,4.824026538026729e-14,4.130472801803497e-15,1.7586557160487798e-13,1.1157741397482823e-14
568,569,50879,SPI1,None,None,None,1.0122116806491268e-10,3.785507164993795e-15,2.6798223526273446e-08,1.1324274851176597e-14
569,570,68870,FOXA1,MCF-7,Embryonic Stem Cell,Breast,1.0828217165068539e-08,3.703266862768858e-15,3.050330688790388e-06,1.1324274851176597e-14
570,571,64216,HES2,A549,Epithelium,Lung,1.662473801485138e-13,3.865436757364663e-15,4.326475419144805e-12,1.1435297153639112e-14
571,572,58843,XRN2,HEK293,Epithelium,Embryonic Kidney,1.9594421351438594e-13,4.057026973862294e-15,1.4801840619476742e-12,1.1879386363489175e-14
572,573,46198,REST,H1,Embryonic Stem Cell,Embryo,2.309996771858894e-12,3.935456623847448e-15,3.0468940647685596e-10,1.1934897514720433e-14
573,574,36085,CTBP1,MCF-7,Epithelium,Breast,3.2493498760221533e-12,4.029147862545291e-15,1.177802662071163e-10,1.2156942119645464e-14
574,575,67748,GATA2,LNCaP,Epithelium,Prostate,8.802434084651533e-08,4.039869235155414e-15,7.69788157316339e-06,1.2156942119645464e-14
575,576,76155,AR,LNCaP,Epithelium,Prostate,4.271089095818724e-10,4.32460007798301e-15,1.8577521199645375e-07,1.2989609388114332e-14
576,577,47283,KDM5B,MDA-MB-231,Epithelium,Breast,3.4485279234045815e-12,4.41362867088974e-15,2.0404191667975054e-09,1.3433698597964394e-14
577,578,52496,TCF21,None,None,Coronary artery smooth muscle,1.1832220053042467e-09,4.416747354812771e-15,5.027746187554401e-07,1.3433698597964394e-14
578,579,65084,SP2,HEK293,Epithelium,Embryonic Kidney,7.123046603160702e-15,1.380914931052344e-14,3.0413105884600534e-12,1.4155343563970746e-14
579,580,37945,ETS1,None,Endothelial Cell,Umbilical Vein,4.811177158790011e-12,5.0088853224200265e-15,1.1911014526961658e-09,1.509903313490213e-14
580,581,63080,FOSL2,A549,Epithelium,Lung,7.83570201060565e-13,5.3244299112590855e-15,2.97130944405539e-11,1.582067810090848e-14
581,582,36834,ESR1,MCF-7,Epithelium,Breast,3.844194954373053e-09,5.332024650936445e-15,5.254087023333474e-06,1.5987211554602254e-14
582,583,44337,E2F1,LNCaP,Epithelium,Prostate,4.889362504435191e-12,5.361446954767448e-15,5.1219001590465636e-11,1.6209256159527285e-14
583,584,33484,ESR1,BT-474,Epithelium,Mammary Gland,8.50020384517434e-10,5.7296541148113956e-15,1.6794298059352132e-07,1.7263968032921184e-14
584,585,48450,BRD4,MCF-7,Epithelium,Breast,9.462293148185945e-15,2.1879778679169316e-14,4.846387941145908e-14,1.7430501486614958e-14
585,586,5888,LIN9,HeLa,Epithelium,Cervix,1.1144606500074127e-13,6.338184954182268e-15,2.9786140951827033e-13,1.7763568394002505e-14
586,587,76278,CALU,Calu-3,None,Lung,3.056842283986741e-13,5.9760879793716494e-15,3.9145654611821916e-12,1.7763568394002505e-14
587,588,76814,NEUROG2,None,Fibroblast,Fetal Lung,1.3854858281119966e-10,6.0509825009286304e-15,8.814648393982081e-09,1.8318679906315083e-14
588,589,43165,NR2F2,None,Stromal Cell,None,1.8971743702514813e-09,6.1468483103308565e-15,2.9609982938283315e-06,1.8540724511240114e-14
589,590,53013,E2F1,LNCaP-abl,Epithelium,Prostate,2.032118933527677e-11,6.2095521405327806e-15,7.281899911893219e-10,1.8707257964933888e-14
590,591,5570,POLR2M,HeLa,Epithelium,Cervix,5.624639103296819e-12,6.6384544495829864e-15,2.1244583733169285e-10,1.992850329202156e-14
591,592,8091,MYC,GM12878,B Lymphocyte,Blood,1.015057919160795e-14,2.938015711538354e-14,5.951006264326921e-14,2.015054789694659e-14
592,593,64472,NR3C1,A549,Epithelium,Lung,1.5223151378699607e-12,6.746022136247907e-15,5.5566868714522293e-11,2.0372592501871623e-14
593,594,55721,SUMO2,VCaP,Epithelium,Prostate,4.06236173017673e-11,6.870564181275946e-15,1.0403553909445245e-08,2.0650148258027912e-14
594,595,67598,FOXA1,CFPAC-1,None,Pancreatic ductal,3.124582485604994e-10,6.8559808845365076e-15,7.03049376114063e-07,2.0650148258027912e-14
595,596,36226,DCP1A,HEK293,Epithelium,Embryonic Kidney,1.1771109817820815e-13,7.512878151678643e-15,4.984630279882954e-12,2.1149748619109232e-14
596,597,68057,ESR1,MCF-7,None,Breast,2.56904903316399e-10,7.04220470993201e-15,2.764399111192514e-08,2.1260770921571748e-14
597,598,74349,OTX2,D-341,None,None,1.2188112716430246e-11,7.189831061815774e-15,6.800697769207631e-10,2.170486013142181e-14
598,599,36230,TTF2,HEK293,Epithelium,Embryonic Kidney,8.506292567899036e-14,7.86329409078327e-15,6.317509374813983e-11,2.1760371282653068e-14
599,600,43894,HOXC9,BE2-C,Neuroblast,Brain,5.61802904987939e-10,7.416970788085877e-15,2.186501679573614e-08,2.2315482794965646e-14
600,601,58842,XRN2,HEK293,Epithelium,Embryonic Kidney,1.5330023742369203e-13,7.856235937417282e-15,3.2357122337066016e-11,2.2593038551121936e-14
601,602,58936,NRF1,None,Epithelium,None,1.0586052904967355e-11,7.68005569968996e-15,1.1271131314111428e-10,2.298161660974074e-14
602,603,38663,MYC,LoVo,None,Colon,4.568724373638927e-12,7.761085153038135e-15,4.962878687018281e-11,2.3314683517128287e-14
603,604,36825,ESR1,MCF-7,Epithelium,Breast,7.259080857831222e-10,7.776006533330095e-15,1.7659014728047794e-07,2.3370194668359545e-14
604,605,58937,NRF1,None,Epithelium,None,6.459846885285337e-12,7.980170260149758e-15,1.1587481498299422e-10,2.398081733190338e-14
605,606,73518,BRD4,SUM159PT,mammary carcinoma cell line,Breast,1.1264672627040629e-10,7.998256476540756e-15,3.13004607384842e-08,2.403632848313464e-14
606,607,33525,ESR1,MCF-7,Epithelium,Breast,3.5514905142960024e-10,8.031811049534877e-15,7.882507888320876e-08,2.425837308805967e-14
607,608,8654,ERG,VCaP,Epithelium,Prostate,2.898447214471637e-12,8.401999185398979e-15,8.558681305726446e-10,2.525757381022231e-14
608,609,46342,YY1,SK-N-SH,Neuroblastoma cell,Brain,1.4875013993683554e-10,9.034590719027141e-15,8.806555931462501e-09,2.7200464103316335e-14
609,610,9508,TFAP2C,BT-474,Epithelium,Mammary Gland,3.908750941173112e-14,1.2759318894448073e-14,6.031120920556289e-12,2.892130979148533e-14
610,611,69818,NELFE,MCF-7,Human Breast Cancer Cell,Breast,3.9758695594020873e-13,9.930342880559859e-15,6.486204696780919e-12,2.919886554764162e-14
611,612,45770,TFAP2C,HeLa-S3,Epithelium,Cervix,3.211485865311872e-10,9.84893416360141e-15,2.8587651611051225e-08,2.9531932455029164e-14
612,613,75562,BRD4,None,None,Retina,2.5716077390225975e-14,1.6912153370129316e-14,1.1311897318653271e-11,3.069766663088558e-14
613,614,67599,KLF5,CFPAC-1,None,Pancreatic ductal,3.12303154486973e-11,1.0217351245735727e-14,2.0514323421150176e-08,3.0808688933348094e-14
614,615,46210,TEAD4,HCT-116,None,Colon,1.394694842736172e-09,1.0352645895098234e-14,5.9344493228158304e-08,3.1030733538273125e-14
615,616,73514,BRD4,SUM159PT,mammary carcinoma cell line,Breast,1.8318554305678229e-10,1.0469911731597603e-14,1.6638259791965658e-07,3.147482274812319e-14
616,617,43061,TCF7L2,LNCaP,Epithelium,Prostate,7.104585411664905e-13,1.0630674590248565e-14,1.3445955249152475e-10,3.1585845050585704e-14
617,618,56667,HOXB13,LHSAR,Epithelium,Prostate,2.163080529632528e-09,1.0637589629772031e-14,1.292032143131927e-06,3.2085445411667024e-14
618,619,63552,HES2,A549,Epithelium,Lung,1.5420776928944263e-13,1.1511476734547443e-14,1.3703850608481178e-11,3.214095656289828e-14
619,620,63431,YY1,None,None,Liver,8.549738047064817e-11,1.0725578028438071e-14,2.912562775027118e-09,3.2307490016592055e-14
620,621,72406,PARP1,MCF-7,Human Breast Cancer Cell,Breast,3.555405472211596e-12,1.1237477972407002e-14,5.956597620286809e-11,3.3639757646142243e-14
621,622,37584,TBP,ME-1,Leukemia Cell,None,8.91478203991342e-14,1.3218331408494655e-14,7.325511974378038e-12,3.447242491461111e-14
622,623,35776,FOXA1,C4-2B,Epithelium,Prostate,5.931190019653072e-12,1.1779226379789827e-14,1.3369099184111102e-10,3.5416114485542494e-14
623,624,64017,CEBPB,A549,Epithelium,Lung,3.5751250511320276e-13,1.2332468461478206e-14,9.072018960645488e-12,3.569367024169878e-14
624,625,75042,TP53,MDA-MB-231,None,Breast,1.3477607656680425e-09,1.2102649101457643e-14,3.248757934384711e-07,3.630429290524262e-14
625,626,64242,HES2,A549,Epithelium,Lung,1.9427281690773844e-13,1.30246980560601e-14,2.840631155475707e-12,3.6637359812630166e-14
626,627,56267,AR,CWR22Pc,Epithelium,Prostate,5.236315311425521e-09,1.3565105274796238e-14,2.5388299762522854e-07,4.08006961549745e-14
627,628,65108,OSR2,HEK293,Epithelium,Embryonic Kidney,1.1182807207329383e-11,1.3732615239414442e-14,1.124158969139787e-08,4.113376306236205e-14
628,629,45761,MAZ,HeLa-S3,Epithelium,Cervix,1.3494787423775917e-10,1.4395117263002426e-14,1.1730844854628221e-08,4.313216450668733e-14
629,630,72606,CDK9,A375,Melanoma Cell,None,1.7203941067685966e-11,1.4793599131921955e-14,7.870564537847569e-10,4.4297898682543746e-14
630,631,48800,KLF4,None,Keratinocyte,Foreskin,1.7449206002868646e-09,1.486265525060105e-14,9.104195897218745e-08,4.4575454438700035e-14
631,632,76818,NEUROG2,None,Fibroblast,Fetal Lung,2.279632564210491e-10,1.514502746436821e-14,2.1387954094665466e-08,4.546363285840016e-14
632,633,71936,MYC,U2OS,None,Bone,4.636435672842008e-13,1.5937621274484507e-14,3.514183655706585e-12,4.601874437071274e-14
633,634,46106,TAF1,ECC-1,Epithelium,Endometrium,1.790619631412288e-12,1.5544665389370366e-14,4.686457104918817e-10,4.629630012686903e-14
634,635,38785,NIPBL,LoVo,None,Colon,4.4023752330935296e-10,1.5564809295050107e-14,1.2127242989862642e-08,4.674038933671909e-14
635,636,51750,FOXP1,LNCaP,Epithelium,Prostate,2.932343379303641e-13,3.210794422825275e-14,3.9300150202929626e-14,5.00155472593633e-14
636,637,33509,ESR1,TAM_R,Epithelium,Mammary Gland,2.474676664916074e-09,1.674499348923427e-14,6.1613886437088035e-06,5.034861416675085e-14
637,638,43195,FOXM1,HeLa,Epithelium,Cervix,4.6849883386468895e-14,4.327813616294058e-14,7.362637377594689e-14,5.1736392947532295e-14
638,639,74352,OTX2,D-341,None,None,5.036241083674742e-09,1.7511100223601144e-14,6.668769265258611e-07,5.2458037913538647e-14
639,640,32899,RELA,None,Endothelial Cell,Umbilical Vein,2.594905318281783e-12,1.8138855239068046e-14,3.730472431188958e-11,5.412337245047638e-14
640,641,42950,MYC,LoVo,None,Colon,3.347050380791158e-14,6.200677328366653e-14,1.394953592509336e-13,5.645484080218921e-14
641,642,56598,GATA3,BE2-C,Neuroblast,Brain,1.7069829396932613e-10,1.8971307378523528e-14,3.589589881924053e-10,5.71209746169643e-14
642,643,64333,NR3C1,A549,Epithelium,Lung,1.7370264489379305e-12,1.9382231715054127e-14,1.23597214864277e-10,5.750955267558311e-14
643,644,75854,BRD4,7250,Fibroblast,None,4.1584921458061646e-13,2.1413833427890488e-14,1.0340178602767864e-12,5.995204332975845e-14
644,645,74138,FOXA1,T47D,None,Breast,6.779555140236272e-10,2.0001345778393293e-14,1.111918101680806e-07,6.006306563222097e-14
645,646,63917,FOSL2,A549,Epithelium,Lung,3.9049242512857544e-12,2.0589127466140013e-14,1.6474001508359183e-10,6.139533326177116e-14
646,647,46066,TCF12,A549,Epithelium,Lung,1.8116927110493311e-10,2.0865131740238053e-14,7.342908183918536e-08,6.261657858885883e-14
647,648,1219,GATAD1,HeLa,Epithelium,Cervix,3.543282780231334e-12,2.184523990244574e-14,2.1132690657972865e-10,6.517009154549669e-14
648,649,67798,BRD4,SUM149,None,None,4.360253429307891e-14,4.9931393702923695e-14,8.317639144564624e-13,6.794564910705958e-14
649,650,74142,FOXA1,T47D,None,Breast,1.1222092898904252e-10,2.3407396079040398e-14,2.2961529937410608e-08,7.027711745877241e-14
650,651,45801,MAFF,HepG2,Epithelium,Liver,3.09630871310701e-11,2.434768646548668e-14,6.655554493573717e-08,7.316369732279782e-14
651,652,73512,BRD4,SUM159PT,mammary carcinoma cell line,Breast,3.0272231105430278e-09,2.4357511062564625e-14,8.594351785854673e-07,7.321920847402907e-14
652,653,76151,MYC,LNCaP,Epithelium,Prostate,3.3276730045217136e-12,2.4933357573567728e-14,9.784985289074448e-12,7.416289804496046e-14
653,654,67805,BRD4,HCC1395,None,None,4.811743434061379e-12,2.5395496554313472e-14,1.508232844503065e-10,7.577272143066693e-14
654,655,69814,NELFE,MCF-7,Human Breast Cancer Cell,Breast,2.348331267747294e-13,2.921466289526002e-14,9.131341985496387e-12,7.777112287499222e-14
655,656,44317,E2F1,LNCaP,Epithelium,Prostate,2.1552284763732838e-11,2.608302988859629e-14,2.025888047230792e-10,7.815970093361102e-14
656,657,45814,CEBPB,HepG2,Epithelium,Liver,6.412413374698264e-11,2.6773041061892876e-14,7.164651049203935e-08,8.038014698286133e-14
657,658,62627,FOSL2,A549,Epithelium,Lung,2.9629139167933584e-13,3.017692855163213e-14,1.5168096810440123e-12,8.076872504148014e-14
658,659,41574,BRD1,RKO,Epithelium,Colon,2.2283239819207417e-11,2.7332868064910754e-14,3.080269196425801e-11,8.171241461241152e-14
659,660,48451,BRD4,MCF-7,Epithelium,Breast,6.460888419918268e-14,6.142367415339627e-14,2.2363452573278856e-13,8.282263763703668e-14
660,661,36842,FOXA1,MDA-MB-453,Epithelium,Mammary Gland,2.522499193017532e-10,2.783238946903052e-14,3.111742169272334e-08,8.337774914934926e-14
661,662,46080,GABPA,A549,Epithelium,Lung,4.299679835844259e-12,2.9401988577498994e-14,2.8979590838877206e-10,8.765210779415611e-14
662,663,35011,FOXM1,MDA-MB-231,Epithelium,Breast,2.2775352270988675e-12,3.056917721370804e-14,1.4599045043328416e-11,9.048317650695026e-14
663,664,38193,MYC,MCF-7,Epithelium,Breast,1.3891371334754622e-11,3.0406196048311145e-14,1.4447582379134567e-11,9.08162434143378e-14
664,665,64222,FOSL2,A549,Epithelium,Lung,2.0592951654087664e-12,3.1819664378322987e-14,5.163334053461113e-11,9.392486788328824e-14
665,666,68078,AR,C4-2,None,Prostate,1.058470390905571e-09,3.147049163236522e-14,2.8464002910168317e-07,9.442446824436956e-14
666,667,67516,GATA3,MDA-MB-231,Epithelium,Mammary Gland,3.337015065777925e-09,3.2446943844205725e-14,1.5460247032363052e-07,9.742207041085749e-14
667,668,35317,GRHL2,None,Epithelium,Bronchia,1.8959796792807712e-10,3.2601588827915597e-14,1.570548003560379e-08,9.781064846947629e-14
668,669,33035,AHR,MCF-7,Epithelium,Breast,6.20783708330012e-11,3.3181068327870447e-14,1.1146481801302384e-09,9.96425164601078e-14
669,670,67517,GATA3,MDA-MB-231,Epithelium,Mammary Gland,1.2011020067454694e-07,3.393971189367241e-14,2.5271932018443973e-06,1.0186296250935811e-13
670,671,43856,AR,VCaP,Epithelium,Prostate,2.3382885637725495e-09,3.401247741847416e-14,8.532005513799445e-08,1.0208500711428314e-13
671,672,46075,TEAD4,A549,Epithelium,Lung,2.829778284372509e-11,3.497904674851712e-14,3.6268789308660406e-10,1.0486056467584604e-13
672,673,62486,YY1,None,None,Liver,6.966967969925394e-12,3.560996348393223e-14,2.0765734552916566e-10,1.0613732115416497e-13
673,674,72949,MED1,MHH-MED-1,Cardiomyocyte,None,1.1489315800695485e-13,6.58206484052395e-14,2.344567408957548e-13,1.0652589921278377e-13
674,675,44604,ERG,VCaP,Epithelium,Prostate,4.2398846571003823e-10,3.644398828205617e-14,4.329299556623578e-09,1.0946799022804043e-13
675,676,72337,MYC,None,Glioblastoma Stem Cell,None,1.1036671185525715e-13,8.803065931195617e-14,1.7785711698967263e-13,1.1518563880486e-13
676,677,67503,GATA3,MDA-MB-231,Epithelium,Mammary Gland,3.502985466930665e-11,3.8974532001961835e-14,1.9339732507757568e-09,1.167399510393352e-13
677,678,70162,TEAD4,BE2-C,Neuroblastoma cell,Bone Marrow,2.39301406909584e-10,3.911095617194209e-14,1.5202957764859654e-08,1.1751710715657282e-13
678,679,64604,FEZF1,HEK293,Epithelium,Embryonic Kidney,4.413020137170858e-10,4.002118952549375e-14,1.4256287629667989e-08,1.2007062011321068e-13
679,680,56123,AR,None,None,Prostate,6.217690170519628e-13,4.359191290161696e-14,1.1231741016235348e-11,1.2184697695261093e-13
680,681,74347,NEUROD1,D-341,None,None,3.5993366777863417e-12,4.185245985306371e-14,3.1677438308563753e-10,1.241229341530925e-13
681,682,7323,FOXA1,HepG2,Epithelium,Liver,2.3739334785829564e-12,4.2696595072855405e-14,3.760065413134296e-09,1.2589929099249275e-13
682,683,33127,ESR1,MCF-7,Epithelium,Breast,1.1326566086732261e-08,4.244990739284637e-14,3.2838786153349647e-05,1.2750911437819923e-13
683,684,55517,ATF4,HAP-1,None,None,1.9652200146937144e-11,4.321079525209866e-14,7.279775541719892e-09,1.2934098236883074e-13
684,685,64932,NR3C1,A549,Epithelium,Lung,1.2218149327292393e-13,8.767821255854238e-14,3.3920122081472173e-13,1.3311574065255627e-13
685,686,47601,KLF5,KATO III,None,Stomach,1.1440262775321337e-11,4.540139905186144e-14,1.0723242425884762e-09,1.3561374245796287e-13
686,687,33512,ESR1,BT-474,Epithelium,Mammary Gland,1.335821862457111e-08,4.5773125010673366e-14,1.5570462208408882e-06,1.3744561044859438e-13
687,688,54612,TEAD1,SF268,None,None,7.539956253537242e-12,4.6277399744019376e-14,1.514830028786258e-10,1.3805623311213822e-13
688,689,71935,MYC,U2OS,None,Bone,1.6972460227147004e-11,4.6559709204018326e-14,2.737813838506359e-10,1.393885007416884e-13
689,690,48827,MBD2,MCF-7,Epithelium,Breast,8.262549731974538e-12,4.7324195661711764e-14,1.02933674715238e-09,1.4127587988355117e-13
690,691,68323,ESR1,LY2,None,Breast,2.105425593200633e-09,4.912093795437953e-14,1.7040791284945927e-07,1.474376176702208e-13
691,692,45730,RFX5,HeLa-S3,Epithelium,Cervix,2.495197704461296e-09,4.9805015220463834e-14,5.598346637868215e-07,1.4954704141700859e-13
692,693,45239,PHF8,H1,Embryonic Stem Cell,Embryo,1.060264762361494e-12,5.2494988271527044e-14,2.528134202749613e-10,1.5010215292932116e-13
693,694,8818,PHF8,H1,Embryonic Stem Cell,Embryo,1.060264762361494e-12,5.2494988271527044e-14,2.528134202749613e-10,1.5010215292932116e-13
694,695,71167,AR,LNCaP,Epithelium,Prostate,9.519908057660789e-11,5.024823392388838e-14,1.4905347290522337e-08,1.5076828674409626e-13
695,696,63407,POLR2AphosphoS5,None,iPSC,None,2.7242545702545036e-12,5.2398732362230965e-14,1.8897338781412302e-09,1.5420997812043424e-13
696,697,356,CDX2,Caco-2,Epithelium,Colon,1.7142751891096692e-10,5.2270028946553414e-14,1.8952736383129166e-09,1.5693002453076588e-13
697,698,70731,FOXK1,HEK293,HEK 293 Cell Line,None,9.519136177577514e-11,5.293637359028945e-14,7.897958349077491e-10,1.5876189252139739e-13
698,699,67495,GATA3,MDA-MB-231,Epithelium,Mammary Gland,4.0401855005532563e-10,5.456715755419667e-14,2.5807388765562352e-08,1.637578961322106e-13
699,700,56255,AR,LNCaP,Epithelium,Prostate,3.4196800003209915e-09,5.5585226946517775e-14,1.207058109179769e-06,1.667554982986985e-13
700,701,72605,CDK9,A375,Melanoma Cell,None,3.440844496296612e-13,7.561627834898546e-14,5.99760603017098e-13,1.6858736628933002e-13
701,702,49006,ELL2,HeLa,Epithelium,Cervix,2.7922363070899e-13,8.528903147536913e-14,4.152098375471288e-13,1.6936452240656763e-13
702,703,48085,AR,HEK293,Epithelium,Embryonic Kidney,1.1706655566205982e-09,5.793551324835511e-14,6.476983121177835e-08,1.7391643680753077e-13
703,704,2684,PHF8,SH-SY5Y,None,Bone Marrow,2.636622653661877e-12,5.948240982660274e-14,3.938356913559669e-10,1.7463808177353712e-13
704,705,55351,SUMO2,VCaP,Epithelium,Prostate,1.744932103828389e-09,5.872576731716876e-14,3.418041589085884e-08,1.762479051592436e-13
705,706,68868,FOXA1,MCF-7,Embryonic Stem Cell,Breast,1.1040329056726108e-08,5.893000230221636e-14,4.632416548475183e-06,1.769140389740187e-13
706,707,51514,NANOG,HUES64,Embryonic Stem Cell,Embryo,2.3821650906617367e-10,6.008664919879515e-14,3.472638783519563e-09,1.8024470804789416e-13
707,708,44582,AR,VCaP,Epithelium,Prostate,7.214104257280183e-09,6.010970021019755e-14,6.311187506212528e-07,1.8052226380405045e-13
708,709,34999,FOXM1,MDA-MB-231,Epithelium,Breast,9.693090998228804e-12,6.329370416395521e-14,1.4414864446664707e-10,1.8851586958135158e-13
709,710,63683,ATF3,None,None,Liver,9.162832433327226e-13,6.876530824514241e-14,5.709198238803345e-11,1.9173551635276453e-13
710,711,56115,AR,None,None,Prostate,1.547755545513488e-11,6.442480388998539e-14,1.279777045156518e-09,1.9262369477246466e-13
711,712,45747,PRDM1,HeLa-S3,Epithelium,Cervix,3.5021262444864082e-12,6.840716225221249e-14,3.180121125747065e-11,2.0095036745715333e-13
